,Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
25,POWERINDIA,EQ,04-Aug-2023,"4,275.85","4,310.00","4,310.00","4,151.10","4,187.00","4,192.20","4,215.80","20,980","8,84,47,573.65","6,282","8,503",40.53
26,POWERINDIA,EQ,07-Aug-2023,"4,192.20","4,192.20","4,259.95","4,156.00","4,183.35","4,196.45","4,200.19","10,646","4,47,15,177.00","4,166","3,579",33.62
27,POWERINDIA,EQ,08-Aug-2023,"4,196.45","4,226.00","4,325.70","4,154.00","4,290.00","4,300.75","4,256.36","20,397","8,68,17,012.85","6,360","10,879",53.34
28,POWERINDIA,EQ,09-Aug-2023,"4,300.75","4,310.15","4,396.40","4,241.10","4,342.55","4,370.30","4,343.75","18,416","7,99,94,545.55","4,691","8,909",48.38
29,POWERINDIA,EQ,10-Aug-2023,"4,370.30","4,370.30","4,515.00","4,330.05","4,438.35","4,448.85","4,450.78","63,789","28,39,10,750.55","9,545","40,509",63.5
30,POWERINDIA,EQ,11-Aug-2023,"4,448.85","4,482.90","4,482.90","4,340.00","4,405.00","4,411.05","4,419.95","15,042","6,64,84,833.65","4,776","6,145",40.85
31,POWERINDIA,EQ,14-Aug-2023,"4,411.05","4,334.00","4,405.00","4,261.50","4,290.00","4,298.25","4,316.02","12,110","5,22,67,032.55","3,629","5,337",44.07
32,POWERINDIA,EQ,16-Aug-2023,"4,298.25","4,279.95","4,345.20","4,221.10","4,250.00","4,257.70","4,269.88","11,212","4,78,73,891.60","3,264","4,589",40.93
33,POWERINDIA,EQ,17-Aug-2023,"4,257.70","4,211.50","4,437.95","4,211.50","4,310.00","4,327.90","4,312.91","15,352","6,62,11,754.65","5,018","6,084",39.63
34,POWERINDIA,EQ,18-Aug-2023,"4,327.90","4,319.00","4,350.70","4,227.90","4,240.00","4,262.85","4,291.53","7,678","3,29,50,332.90","2,573","3,614",47.07
35,POWERINDIA,EQ,21-Aug-2023,"4,262.85","4,274.70","4,420.00","4,207.20","4,400.00","4,385.30","4,329.91","16,967","7,34,65,633.75","4,428","9,008",53.09
36,POWERINDIA,EQ,22-Aug-2023,"4,385.30","4,402.95","4,550.00","4,366.00","4,450.00","4,448.60","4,465.74","34,182","15,26,47,900.50","9,124","15,406",45.07
37,POWERINDIA,EQ,23-Aug-2023,"4,448.60","4,457.10","4,800.00","4,445.05","4,600.00","4,635.25","4,685.97","1,69,522","79,43,74,651.05","29,770","49,860",29.41
38,POWERINDIA,EQ,24-Aug-2023,"4,635.25","4,644.90","4,673.05","4,501.00","4,658.00","4,579.65","4,575.03","25,278","11,56,47,613.60","5,493","10,514",41.59
39,POWERINDIA,EQ,25-Aug-2023,"4,579.65","4,599.65","4,667.95","4,495.00","4,587.50","4,593.15","4,590.09","17,492","8,02,89,920.95","5,382","5,507",31.48
40,POWERINDIA,EQ,28-Aug-2023,"4,593.15","4,578.00","4,666.00","4,551.45","4,591.50","4,616.95","4,614.16","13,206","6,09,34,621.30","4,573","5,411",40.97
41,POWERINDIA,EQ,29-Aug-2023,"4,616.95","4,620.00","4,666.20","4,526.25","4,548.20","4,546.05","4,581.12","20,943","9,59,42,479.45","4,013","12,801",61.12
42,POWERINDIA,EQ,30-Aug-2023,"4,546.05","4,508.00","4,539.95","4,440.00","4,440.00","4,455.10","4,487.89","27,250","12,22,95,061.60","6,382","14,188",52.07
43,POWERINDIA,EQ,31-Aug-2023,"4,455.10","4,459.65","4,482.45","4,385.00","4,385.00","4,400.95","4,407.06","20,611","9,08,33,867.95","5,156","13,188",63.99
44,POWERINDIA,EQ,01-Sep-2023,"4,400.95","4,400.95","4,460.00","4,360.00","4,378.75","4,380.90","4,400.47","12,078","5,31,48,844.05","3,257","5,644",46.73
45,POWERINDIA,EQ,04-Sep-2023,"4,380.90","4,440.00","4,449.90","4,306.90","4,421.00","4,393.40","4,352.92","42,519","18,50,81,775.10","5,593","32,534",76.52
46,POWERINDIA,EQ,05-Sep-2023,"4,393.40","4,416.50","4,430.00","4,390.00","4,405.00","4,418.20","4,420.32","23,683","10,46,86,326.55","3,930","19,260",81.32
47,POWERINDIA,EQ,06-Sep-2023,"4,418.20","4,440.25","4,474.65","4,251.40","4,355.00","4,352.00","4,339.76","38,433","16,67,90,179.40","9,953","16,459",42.83
48,POWERINDIA,EQ,07-Sep-2023,"4,352.00","4,328.50","4,547.90","4,328.50","4,485.00","4,463.30","4,473.00","1,16,904","52,29,11,651.85","16,289","54,044",46.23
49,POWERINDIA,EQ,08-Sep-2023,"4,463.30","4,500.00","4,619.00","4,477.25","4,551.15","4,567.90","4,577.20","60,949","27,89,75,545.60","12,071","28,375",46.56
50,POWERINDIA,EQ,11-Sep-2023,"4,567.90","4,590.70","4,686.95","4,542.60","4,564.00","4,568.90","4,622.96","33,056","15,28,16,434.25","9,104","14,832",44.87
