,Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
213,MSUMI,EQ,09-May-2023,52.6,52.75,55.55,52.55,54.8,54.95,54.94,"1,07,27,175","58,93,38,775.45","37,873","60,19,081",56.11
214,MSUMI,EQ,10-May-2023,54.95,55.25,55.9,55.0,55.8,55.75,55.49,"33,52,785","18,60,35,494.70","25,347","19,69,795",58.75
215,MSUMI,EQ,11-May-2023,55.75,56.6,56.85,56.0,56.55,56.45,56.36,"27,56,187","15,53,33,086.30","25,778","13,71,102",49.75
216,MSUMI,EQ,12-May-2023,56.45,56.45,56.6,55.6,56.0,55.85,56.0,"14,28,115","7,99,77,455.40","15,940","8,89,696",62.30
217,MSUMI,EQ,15-May-2023,55.85,56.0,56.0,54.95,55.7,55.5,55.43,"14,04,609","7,78,63,995.70","10,667","8,21,074",58.46
218,MSUMI,EQ,16-May-2023,55.5,55.7,55.9,54.9,55.0,55.05,55.16,"16,37,884","9,03,41,971.95","13,909","9,02,847",55.12
219,MSUMI,EQ,17-May-2023,55.05,55.0,55.85,54.5,55.7,55.25,54.69,"42,79,124","23,40,23,942.05","17,182","35,69,646",83.42
220,MSUMI,EQ,18-May-2023,55.25,55.6,55.8,55.25,55.5,55.5,55.53,"15,82,571","8,78,86,149.50","18,827","9,85,143",62.25
221,MSUMI,EQ,19-May-2023,55.5,55.55,56.5,54.75,54.9,54.95,55.35,"56,30,932","31,16,57,950.30","30,633","22,87,978",40.63
222,MSUMI,EQ,22-May-2023,54.95,55.45,55.75,54.75,55.1,55.1,55.21,"89,77,264","49,56,37,071.70","39,023","66,39,329",73.96
223,MSUMI,EQ,23-May-2023,55.1,55.6,56.9,55.2,56.15,56.15,56.08,"3,28,48,205","1,84,21,79,860.85","38,868","2,80,52,607",85.40
224,MSUMI,EQ,24-May-2023,56.15,56.7,57.3,55.4,55.5,55.5,56.24,"52,38,415","29,46,02,512.45","40,351","33,72,042",64.37
225,MSUMI,EQ,25-May-2023,55.5,55.75,56.25,55.55,55.8,55.9,55.97,"42,96,037","24,04,55,383.40","24,156","27,95,857",65.08
226,MSUMI,EQ,26-May-2023,55.9,56.0,56.8,55.9,56.0,56.25,56.42,"49,68,006","28,02,87,421.15","21,283","33,76,666",67.97
227,MSUMI,EQ,29-May-2023,56.25,56.6,57.7,56.5,56.85,56.95,57.25,"49,27,537","28,21,05,012.70","26,002","27,73,758",56.29
228,MSUMI,EQ,30-May-2023,56.95,57.15,58.9,57.0,57.75,57.65,57.92,"66,19,891","38,34,07,764.95","36,978","35,39,080",53.46
229,MSUMI,EQ,31-May-2023,57.65,57.9,58.5,57.4,57.8,57.85,58.13,"80,99,709","47,08,51,055.25","64,720","57,83,449",71.40
230,MSUMI,EQ,01-Jun-2023,57.85,58.0,58.6,57.65,58.1,58.1,58.19,"35,06,798","20,40,77,678.30","25,856","19,74,217",56.30
231,MSUMI,EQ,02-Jun-2023,58.1,58.5,59.1,57.55,58.3,58.35,58.57,"55,47,937","32,49,57,024.85","33,798","28,06,869",50.59
232,MSUMI,EQ,05-Jun-2023,58.35,58.75,58.85,57.9,58.2,58.1,58.26,"55,11,266","32,11,03,797.70","31,715","36,05,258",65.42
233,MSUMI,EQ,06-Jun-2023,58.1,58.3,58.3,57.0,58.3,58.0,57.6,"47,61,320","27,42,41,636.15","21,649","28,26,441",59.36
234,MSUMI,EQ,07-Jun-2023,58.0,58.3,58.3,57.25,57.65,57.55,57.91,"58,29,437","33,75,85,310.90","21,581","43,38,402",74.42
235,MSUMI,EQ,08-Jun-2023,57.55,57.8,58.0,57.5,57.75,57.65,57.69,"18,87,576","10,88,98,309.30","20,004","11,42,170",60.51
236,MSUMI,EQ,09-Jun-2023,57.65,57.75,58.5,57.3,58.2,58.2,57.9,"51,54,044","29,84,11,923.75","17,851","36,21,247",70.26
237,MSUMI,EQ,12-Jun-2023,58.2,58.2,58.3,57.6,57.85,57.75,57.8,"15,13,412","8,74,72,711.75","11,646","9,43,496",62.34
238,MSUMI,EQ,13-Jun-2023,57.75,57.75,59.4,57.6,58.5,58.5,58.69,"52,87,510","31,03,21,242.75","23,850","30,43,780",57.57
